price_sold,city_sold,state_sold,zip_code,bds,ba,sqft,broker_name,month_sold,year_sold
275000,Hanahan,sc,29410,3,2.0,1350.0,,10,2021
865000,Hanahan,sc,29410,4,6.0,4030.0,,10,2021
116000,Hanahan,sc,29410,2,1.0,800.0,,10,2021
635000,Clemson,sc,29631,4,4.0,,"MONAGHAN COMPANY REAL ESTATE, Bond Mathews",10,2021
445000,Clemson,sc,29631,4,4.0,2686.0,"COLDWELL BANKER EXCLUSIVE RLTY, Trent Smith",10,2021
140000,Clemson,sc,29631,4,2.0,,"FOCUS REALTY - ERIC NEWTON, Jessica Summey Williams",10,2021
140000,Clemson,sc,29631,2,1.0,,"EXP REALTY LLC, Tim Rountree",10,2021
80000,Clemson,sc,29631,2,1.0,884.0,,10,2021
395000,Clemson,sc,29631,3,3.0,2208.0,"IMPACT REALTY GROUP, Patricia Kennedy",10,2021
525000,Clemson,sc,29631,5,4.0,,"LAKE LIFE REALTY, Jeff Merritt",10,2021
130000,Clemson,sc,29631,0,0.0,0.0,"MONAGHAN COMPANY REAL ESTATE, Bond Mathews",10,2021
299900,Clemson,sc,29631,3,3.0,1842.0,"MONAGHAN COMPANY REAL ESTATE, Sean Kelley",10,2021
222500,Berea,sc,29617,3,3.0,1476.0,"RE/MAX REALTY PROFESSIONALS, Justin Mccormick",10,2021
160000,Berea,sc,29617,3,2.0,1250.0,"VERNON COMPANY, Sandy Smith",10,2021
232000,Berea,sc,29617,4,2.0,1900.0,"COLDWELL BANKER CAINE/WILLIAMS, Kim Eades",10,2021
165000,Berea,sc,29617,2,1.0,1083.0,"JEFF COOK REAL ESTATE LLC, Jeff Cook",10,2021
215500,Berea,sc,29617,3,2.0,1366.0,"OFFERPAD BROKERAGE, LLC, Rob Jones",10,2021
380000,Berea,sc,29617,4,4.0,3315.0,"KELLER WILLIAMS GRV UPST, Anna Morton",10,2021
235000,Berea,sc,29617,2,2.0,1174.0,"LAURA SIMMONS & ASSOCIATES RE, Marty Hanahan",10,2021
351000,Berea,sc,29611,3,3.0,3501.0,"KELLER WILLIAMS GRV UPST, Joyce Valalik",10,2021
267200,Berea,sc,29617,3,3.0,1908.0,"MCALISTER REALTY, Stan Mcalister",10,2021
322500,Ladson,sc,29456,5,3.0,2303.0,,10,2021
130170,Ladson,sc,29456,2,2.0,943.0,,10,2021
322000,Ladson,sc,29456,3,3.0,1664.0,,10,2021
162900,Ladson,sc,29456,2,2.0,1084.0,,10,2021
203000,Ladson,sc,29456,3,1.0,1327.0,,10,2021
345000,Ladson,sc,29456,4,3.0,2321.0,,10,2021
325000,Ladson,sc,29456,4,3.0,2312.0,,10,2021
310000,Ladson,sc,29456,4,2.0,1918.0,,10,2021
283000,Ladson,sc,29456,3,2.0,1511.0,,10,2021
278000,Gantt,sc,29605,3,2.0,1359.0,"VAN WEST ENTERPRISES, LLC, Kirk Westervelt",10,2021
700000,Gantt,sc,29605,4,3.0,3435.0,"WILSON ASSOCIATES, Anne Carter Macnabb",10,2021
20900,Gantt,sc,29605,0,0.0,9583.0,"CAROLINA REALTY ASSOC. UPSTATE, Shom Kostyra",10,2021
165000,Gantt,sc,29673,3,3.0,1257.0,"WILSONHOUSE REALTY, Chrystal Wilson",10,2021
189900,Gantt,sc,29673,3,2.0,1500.0,"GRIFFITH REAL ESTATE ADVISORS, Chuck Griffith",10,2021
367750,Gantt,sc,29605,3,2.0,1604.0,"WILSON ASSOCIATES, Blair Miller",10,2021
248500,Gantt,sc,29605,3,2.0,2000.0,"JEFF COOK REAL ESTATE LLC, Jeff Cook",10,2021
1490000,Gantt,sc,29605,4,4.0,4926.0,"WILSON ASSOCIATES, Katherine Hall",10,2021
275000,Gantt,sc,29605,5,3.0,2800.0,"BRAND NAME REAL ESTATE UPSTATE, Marsha Wright",10,2021
176000,Cayce,sc,29033,3,2.0,1240.0,,10,2021
399000,Cayce,sc,29033,3,3.0,1900.0,,10,2021
147500,Cayce,sc,29033,3,2.0,1152.0,,10,2021
330000,Cayce,sc,29033,3,2.0,2000.0,,10,2021
233000,Cayce,sc,29033,3,2.0,1680.0,,10,2021
310000,Cayce,sc,29033,4,3.0,3652.0,,10,2021
185000,Cayce,sc,29033,3,2.0,1820.0,,10,2021
146500,Cayce,sc,29033,3,1.0,1320.0,,10,2021
70000,Cayce,sc,29033,2,2.0,1060.0,,10,2021
160000,Parker,sc,29617,3,2.0,1250.0,"VERNON COMPANY, Sandy Smith",10,2021
285000,Parker,sc,29611,5,4.0,2400.0,"RE/MAX REALTY PROFESSIONALS, Joey Mccormick",10,2021
232000,Parker,sc,29617,4,2.0,1900.0,"COLDWELL BANKER CAINE/WILLIAMS, Kim Eades",10,2021
215500,Parker,sc,29617,3,2.0,1366.0,"OFFERPAD BROKERAGE, LLC, Rob Jones",10,2021
50000,Parker,sc,29617,0,0.0,,"REALTY ONE GROUP FREEDOM, Angela Franco",10,2021
155000,Parker,sc,29617,2,2.0,699.0,"REALTY ONE GROUP FREEDOM, Angela Franco",10,2021
142000,Parker,sc,29611,3,1.0,1208.0,"KELLER WILLIAMS DRIVE, Matthew Gilstrap",10,2021
205000,Parker,sc,29611,3,2.0,1168.0,"BLACKSTREAM INTERNATIONAL RE, Kendall Keir",10,2021
11000,Parker,sc,29611,0,0.0,,"REALTY ONE GROUP FREEDOM, Carol Middleton",10,2021
270000,Memphis,tn,38111,3,2.5,2017.0,,11,2021
250000,Memphis,tn,38104,3,2.5,2445.0,,11,2021
80000,Memphis,tn,38118,4,2.0,1688.0,,10,2021
130000,Memphis,tn,38108,2,1.0,770.0,,10,2021
75000,Memphis,tn,38111,3,1.0,1263.0,,10,2021
275000,Memphis,tn,38104,4,2.0,1682.0,,10,2021
189000,Memphis,tn,38117,3,2.0,1000.0,,10,2021
108000,Memphis,tn,38119,0,0.0,830.0,,10,2021
12000,Memphis,tn,38108,0,0.0,,,10,2021
318000,Knoxville,tn,37938,4,3.0,2300.0,ELITE REALTY,11,2021
46500,Knoxville,tn,37920,0,0.0,0.0,"YOUNG MARKETING GROUP, REALTY EXECUTIVES",11,2021
280000,Knoxville,tn,37919,3,3.0,1876.0,COLDWELL BANKER WALLACE,11,2021
436000,Knoxville,tn,37931,3,3.0,2557.0,THE FERGUSON COMPANY,11,2021
985000,Knoxville,tn,37919,5,5.0,5288.0,REALTY EXECUTIVE ASSOCIATES,11,2021
365000,Knoxville,tn,37938,4,3.0,1921.0,CENTURY 21 VIRGINIA WILDER REAL ESTATE,11,2021
267500,Knoxville,tn,37923,2,2.0,1413.0,REALTY EXECUTIVE ASSOCIATES,11,2021
194000,Knoxville,tn,37920,3,3.0,1332.0,CENTURY 21 LEGACY,11,2021
125000,Knoxville,tn,37914,3,1.0,816.0,KELLER WILLIAMS,11,2021
374528,Chattanooga,tn,37416,3,3.0,2048.0,,11,2021
170000,Chattanooga,tn,37416,3,1.0,925.0,,11,2021
275900,Chattanooga,tn,37343,3,2.0,2281.0,,11,2021
369900,Chattanooga,tn,37411,5,3.0,2916.0,,11,2021
595000,Chattanooga,tn,37421,4,4.0,3275.0,,11,2021
350000,Chattanooga,tn,37343,3,2.0,1689.0,,11,2021
335000,Chattanooga,tn,37411,3,2.0,1630.0,,11,2021
420000,Chattanooga,tn,37416,4,4.0,4022.0,,11,2021
475000,Chattanooga,tn,37411,4,3.0,1938.0,,10,2021
302500,Clarksville,tn,37040,4,3.0,2215.0,,11,2021
132000,Clarksville,tn,37040,3,1.0,1000.0,,11,2021
240000,Clarksville,tn,37042,3,3.0,1931.0,,11,2021
233000,Clarksville,tn,37042,3,2.0,1260.0,,11,2021
240000,Clarksville,tn,37042,3,2.0,1570.0,,11,2021
409900,Clarksville,tn,37043,4,3.0,2685.0,,11,2021
250000,Clarksville,tn,37042,3,2.0,1325.0,,11,2021
289000,Clarksville,tn,37042,4,3.0,2228.0,,11,2021
155000,Clarksville,tn,37042,3,2.0,1075.0,,10,2021
669525,Franklin,tn,37064,4,3.0,2588.0,,11,2021
435000,Franklin,tn,37064,3,3.0,1845.0,,11,2021
465000,Franklin,tn,37064,2,2.0,1749.0,,11,2021
765000,Franklin,tn,37064,3,3.0,2990.0,,11,2021
975500,Franklin,tn,37064,3,4.0,2559.0,,11,2021
882740,Franklin,tn,37067,5,5.0,3496.0,,10,2021
699322,Franklin,tn,37067,4,3.0,3096.0,,10,2021
323990,Franklin,tn,38401,3,2.0,1645.0,,10,2021
500000,Franklin,tn,37067,3,3.0,2030.0,,10,2021
386000,Jackson,tn,38305,4,3.0,2850.0,,11,2021
215000,Jackson,tn,38305,3,2.0,1558.0,,10,2021
240000,Jackson,tn,38305,4,3.0,2048.0,,10,2021
289900,Jackson,tn,38305,4,3.0,2873.0,,10,2021
375000,Jackson,tn,38305,3,3.0,3252.0,,10,2021
284500,Jackson,tn,38313,3,2.0,1804.0,,10,2021
269175,Jackson,tn,38305,4,3.0,2396.0,,10,2021
169500,Jackson,tn,38301,3,2.0,1400.0,,10,2021
25773,Jackson,tn,38305,0,2.0,1144.0,,10,2021
1100000,Hendersonville,tn,37072,3,2.0,1676.0,,11,2021
493940,Hendersonville,tn,37075,3,3.0,2414.0,,11,2021
345000,Hendersonville,tn,37075,3,2.0,1500.0,,11,2021
340500,Hendersonville,tn,37075,4,2.0,1838.0,,11,2021
790000,Hendersonville,tn,37075,3,4.0,3525.0,,11,2021
230000,Hendersonville,tn,37075,2,2.0,1095.0,,10,2021
435926,Hendersonville,tn,37075,3,2.0,1945.0,,10,2021
415750,Hendersonville,tn,37075,0,0.0,,,10,2021
455594,Hendersonville,tn,37075,4,3.0,2785.0,,10,2021
235000,Bartlett,tn,38134,3,2.0,1620.0,,10,2021
310000,Bartlett,tn,38002,3,2.0,2199.0,,10,2021
191000,Bartlett,tn,38135,3,2.0,1272.0,,10,2021
260000,Bartlett,tn,38135,3,2.0,1596.0,,10,2021
301000,Bartlett,tn,38135,3,2.0,1624.0,,10,2021
575000,Bartlett,tn,38133,4,5.0,5577.0,,10,2021
300000,Bartlett,tn,38135,3,2.0,2401.0,,10,2021
231000,Bartlett,tn,38134,3,2.5,1635.0,,10,2021
530000,Bartlett,tn,38135,5,5.0,3839.0,,10,2021
150000,Kingsport,tn,37663,2,1.0,936.0,,10,2021
75000,Kingsport,tn,37660,0,1.5,1152.0,,10,2021
275000,Kingsport,tn,37663,3,2.0,1772.0,,10,2021
137000,Kingsport,tn,37664,2,1.0,1148.0,,10,2021
135000,Kingsport,tn,37663,0,1.0,1431.0,,10,2021
420000,Kingsport,tn,37664,3,3.0,2208.0,,10,2021
270000,Kingsport,tn,37660,0,2.5,1377.0,,10,2021
172500,Kingsport,tn,37660,3,2.0,1250.0,,10,2021
46000,Kingsport,tn,37660,0,0.0,0.0,,10,2021
295000,Smyrna,tn,37167,3,2.0,1275.0,,11,2021
382000,Smyrna,tn,37167,4,5.0,1700.0,,11,2021
385000,Smyrna,tn,37167,3,2.0,1861.0,,10,2021
474500,Smyrna,tn,37167,5,4.0,3336.0,,10,2021
428370,Smyrna,tn,37167,5,4.0,2618.0,,10,2021
489900,Smyrna,tn,37167,4,3.0,2476.0,,10,2021
515000,Smyrna,tn,37167,4,3.0,2823.0,,10,2021
372500,Smyrna,tn,37167,3,3.0,2432.0,,10,2021
341000,Smyrna,tn,37167,3,2.0,1641.0,,10,2021
170000,Cleveland,tn,37323,3,2.0,1728.0,RICHARDSON GROUP KW CLEVELAND,11,2021
599900,Cleveland,tn,37312,3,3.0,3561.0,,11,2021
420000,Cleveland,tn,37312,0,0.0,0.0,RICHARDSON GROUP KW CLEVELAND,10,2021
200500,Cleveland,tn,37323,3,2.0,1236.0,,10,2021
301000,Cleveland,tn,37323,3,2.0,1633.0,,10,2021
229000,Cleveland,tn,37323,3,2.0,960.0,,10,2021
176500,Cleveland,tn,37311,3,2.0,1206.0,CRYE-LEIKE REALTORS- ATHENS,10,2021
354100,Cleveland,tn,37312,4,3.0,2153.0,,10,2021
160000,Cleveland,tn,37311,2,2.0,1000.0,RICHARDSON GROUP KW CLEVELAND,10,2021
1270000,Brentwood,tn,37027,4,4.0,3240.0,,11,2021
1500000,Brentwood,tn,37027,4,5.0,4602.0,,11,2021
840000,Brentwood,tn,37027,4,3.0,3266.0,,10,2021
420000,Brentwood,tn,37027,3,3.0,1636.0,,10,2021
1600000,Brentwood,tn,37027,5,6.0,5280.0,,10,2021
888000,Brentwood,tn,37027,4,4.0,3318.0,,10,2021
1850000,Brentwood,tn,37027,5,7.0,4544.0,,10,2021
789000,Brentwood,tn,37027,4,3.0,2588.0,,10,2021
630000,Brentwood,tn,37027,3,2.0,1929.0,,10,2021
399500,Gallatin,tn,37066,3,2.0,2080.0,,11,2021
735000,Gallatin,tn,37066,3,3.0,2591.0,,11,2021
3000000,Gallatin,tn,37066,0,0.0,0.0,,11,2021
350647,Gallatin,tn,37066,4,4.0,1976.0,,10,2021
298976,Gallatin,tn,37066,3,3.0,1727.0,,10,2021
318955,Gallatin,tn,37066,3,3.0,1687.0,,10,2021
360890,Gallatin,tn,37066,3,3.0,1810.0,,10,2021
530000,Gallatin,tn,37066,3,3.0,2300.0,,10,2021
540000,Gallatin,tn,37066,3,3.0,2459.0,,10,2021
225000,Germantown,tn,38139,4,3.0,2359.0,,10,2021
605000,Germantown,tn,38139,4,4.0,4160.0,,10,2021
1200000,Germantown,tn,38139,5,5.0,5075.0,,10,2021
389000,Germantown,tn,38138,4,2.5,2889.0,,10,2021
430000,Germantown,tn,38138,4,3.0,3312.0,,10,2021
462000,Germantown,tn,38138,4,2.5,3998.0,,10,2021
470000,Germantown,tn,38139,4,2.5,2822.0,,10,2021
470000,Germantown,tn,38139,4,4.0,3935.0,,10,2021
389000,Germantown,tn,38138,4,2.5,2600.0,,10,2021
367000,Lebanon,tn,37090,4,3.0,1743.0,,11,2021
325000,Lebanon,tn,37090,3,2.0,1579.0,,11,2021
775000,Lebanon,tn,37087,5,4.0,3307.0,,11,2021
462500,Lebanon,tn,37090,3,2.0,1720.0,,10,2021
365000,Lebanon,tn,37087,3,2.0,1512.0,,10,2021
470000,Lebanon,tn,37087,3,2.0,2150.0,,10,2021
335000,Lebanon,tn,37087,3,2.0,1445.0,,10,2021
827000,Lebanon,tn,37087,5,5.0,5138.0,,10,2021
105000,Lebanon,tn,37090,0,0.0,0.0,,10,2021
394000,Cookeville,tn,38506,4,4.0,3650.0,REAL ESTATE PROFESSIONALS OF TN,11,2021
551800,Cookeville,tn,38501,4,4.0,3579.0,,10,2021
28000,Cookeville,tn,38506,0,0.0,0.0,,10,2021
114000,Cookeville,tn,38501,3,1.0,984.0,,10,2021
322000,Cookeville,tn,38506,0,0.0,5328.0,EXIT ROCKY TOP REALTY-CK,10,2021
218000,Cookeville,tn,38501,2,2.0,1102.0,AMERICAN WAY REAL ESTATE,10,2021
31250,Cookeville,tn,38506,0,0.0,0.0,,10,2021
95000,Cookeville,tn,38501,3,1.0,1226.0,EXIT ROCKY TOP REALTY-CK,10,2021
31250,Cookeville,tn,38506,0,0.0,0.0,,10,2021
749900,Maryville,tn,37803,3,3.0,4651.0,"BLEVINS GROUP, REALTY EXECUTIVES",11,2021
340000,Maryville,tn,37801,4,2.0,2390.0,REALTY EXECUTIVES ASSOCIATES,11,2021
187250,Maryville,tn,37804,3,1.0,840.0,REALTY EXECUTIVES ASSOCIATES,10,2021
330000,Maryville,tn,37801,3,2.0,2062.0,COLDWELL BANKER NELSON REALTORS,10,2021
167000,Maryville,tn,37803,3,2.0,1249.0,REALTY EXECUTIVES ASSOCIATES,10,2021
322000,Maryville,tn,37803,4,3.0,2062.0,COLDWELL BANKER NELSON REALTORS,10,2021
339900,Maryville,tn,37801,3,3.0,1858.0,THE DWIGHT PRICE GROUP REALTY EXECUTIVES ASSOCIATES,10,2021
270400,Maryville,tn,37803,3,3.0,2083.0,"SOUTHLAND REALTORS, INC",10,2021
46900,Maryville,tn,37801,0,0.0,0.0,MATLOCK PROPERTIES,10,2021
389900,Morristown,tn,37814,3,4.0,2580.0,RE/MAX REAL ESTATE TEN MIDTOWN,11,2021
349900,Morristown,tn,37814,3,3.0,3664.0,CRYE-LEIKE LAKEWAY WEST,11,2021
335000,Morristown,tn,37708,3,2.0,2128.0,RE/MAX REAL ESTATE TEN WEST,11,2021
115000,Morristown,tn,37708,0,0.0,0.0,RE/MAX REAL ESTATE TEN WEST,11,2021
210,Morristown,tn,37813,2,2.0,1579.0,WILSON & QUARLES REALTY,10,2021
175000,Morristown,tn,37814,8,4.0,2808.0,RE/MAX REAL ESTATE TEN WEST,10,2021
249900,Morristown,tn,37814,3,3.0,2630.0,RE/MAX REAL ESTATE TEN MIDTOWN,10,2021
175000,Morristown,tn,37814,0,0.0,2688.0,RE/MAX REAL ESTATE TEN WEST,10,2021
459900,Morristown,tn,37814,5,4.0,4318.0,RE/MAX REAL ESTATE TEN WEST,10,2021
451000,Bristol,tn,37618,4,2.5,3229.0,,10,2021
274900,Bristol,tn,37620,0,1.5,2242.0,,10,2021
290000,Bristol,tn,37620,4,2.0,2096.0,,10,2021
113500,Bristol,tn,37620,3,2.0,1376.0,,10,2021
119100,Bristol,tn,37620,3,2.0,1248.0,,10,2021
2000000,Bristol,tn,37620,0,2.0,475.0,,10,2021
184900,Bristol,tn,37620,3,2.0,1484.0,,10,2021
415000,Bristol,tn,37620,3,3.0,2016.0,,10,2021
40000,Bristol,tn,37620,0,1.0,1142.0,,10,2021
255000,Shelbyville,tn,37160,3,2.0,1421.0,,11,2021
185000,Shelbyville,tn,37160,4,2.0,1429.0,,10,2021
204900,Shelbyville,tn,37160,3,2.0,1275.0,,10,2021
210900,Shelbyville,tn,37160,4,2.0,1836.0,,10,2021
143000,Shelbyville,tn,37160,3,2.0,1512.0,HOME & FARM REALTY OF TENNESSEE,10,2021
75000,Shelbyville,tn,37160,2,1.0,1314.0,,10,2021
163000,Shelbyville,tn,37160,3,1.0,1389.0,,10,2021
350000,Shelbyville,tn,37160,0,0.0,,,10,2021
335000,Shelbyville,tn,37160,3,2.0,2587.0,,10,2021
4250000,Farragut,tn,37934,7,12.0,15027.0,COLDWELL BANKER WALLACE,11,2021
95000,Farragut,tn,37934,0,0.0,0.0,REALTY EXECUTIVE ASSOCIATES,10,2021
288900,Farragut,tn,37934,4,2.0,1614.0,REALTY EXECUTIVE ASSOCIATES,10,2021
610000,Farragut,tn,37934,4,3.0,3466.0,REALTY EXECUTIVES ASSOCIATES,10,2021
425000,Farragut,tn,37934,4,4.0,2700.0,"GABLES & GATES, REALTORS",10,2021
374900,Farragut,tn,37934,4,3.0,2220.0,HONORS REAL ESTATE SERVICES LLC,10,2021
825508,Farragut,tn,37934,4,4.0,3069.0,"SADDLEBROOK REALTY, LLC",10,2021
560000,Farragut,tn,37934,4,4.0,3202.0,COLDWELL BANKER WALLACE,10,2021
839072,Farragut,tn,37934,4,4.0,3460.0,"SADDLEBROOK REALTY, LLC",10,2021
240000,Tullahoma,tn,37388,3,2.0,1532.0,,11,2021
44000,Tullahoma,tn,37388,0,0.0,0.0,,10,2021
325000,Tullahoma,tn,37388,4,3.0,2358.0,,10,2021
105000,Tullahoma,tn,37388,0,0.0,0.0,,10,2021
275000,Tullahoma,tn,37388,3,2.0,1792.0,,10,2021
190000,Tullahoma,tn,37388,3,2.0,1400.0,,10,2021
348000,Tullahoma,tn,37388,3,2.0,2209.0,,10,2021
390000,Tullahoma,tn,37388,3,3.0,1993.0,,10,2021
345000,Tullahoma,tn,37388,4,3.0,2933.0,,10,2021
239900,Springfield,tn,37172,3,2.0,1092.0,,10,2021
440000,Springfield,tn,37172,3,3.0,2803.0,,10,2021
265000,Springfield,tn,37172,3,2.0,1434.0,,10,2021
520509,Springfield,tn,37172,3,4.0,2591.0,,10,2021
252000,Springfield,tn,37172,3,2.0,1290.0,,10,2021
385000,Springfield,tn,37172,4,4.0,2913.0,,10,2021
299900,Springfield,tn,37172,3,2.0,1370.0,,10,2021
210100,Springfield,tn,37172,3,1.0,1489.0,,10,2021
269234,Springfield,tn,37172,0,1.5,1236.0,,10,2021
210000,Sevierville,tn,37862,0,0.0,1672.0,RE/MAX ADVENTURE REALTY,11,2021
210000,Sevierville,tn,37862,4,1.0,1672.0,,11,2021
601400,Sevierville,tn,37876,2,2.0,2352.0,YOUR HOME SOLD GUARANTEED REALTY,10,2021
299900,Sevierville,tn,37862,3,2.0,2464.0,,10,2021
831900,Sevierville,tn,37876,4,4.0,2432.0,,10,2021
30000,Sevierville,tn,37862,0,0.0,6534.0,,10,2021
350000,Sevierville,tn,37876,3,3.0,2905.0,BERKSHIRE HATHAWAY HOMESERVICES DEAN-SMITH REALTY,10,2021
461000,Sevierville,tn,37876,3,3.0,2955.0,MOUNTAIN HOME REALTY,10,2021
30000,Sevierville,tn,37862,0,0.0,6534.0,"RE/MAX PREFERRED PROPERTIES, INC",10,2021
249900,Dickson,tn,37055,3,2.0,1404.0,,11,2021
305000,Dickson,tn,37055,3,3.0,1931.0,,11,2021
186000,Dickson,tn,37055,2,1.0,1104.0,,11,2021
330000,Dickson,tn,37055,3,3.0,1816.0,,10,2021
255000,Dickson,tn,37055,3,2.0,1225.0,,10,2021
220000,Dickson,tn,37055,3,1.0,1107.0,,10,2021
280000,Dickson,tn,37029,3,2.0,1366.0,,10,2021
290000,Dickson,tn,37055,3,2.0,1283.0,,10,2021
52500,Dickson,tn,37055,0,0.0,0.0,,10,2021
